"number","width_m","POINT_X","POINT_Y","order","source"
4281,585.33,-90.32804753,38.39909255,12,"Mississippi: Continental"
5801,1644.88,-90.95428583,34.01990335,12,"Mississippi: Continental"
7889,1534,-91.14564854,32.62195005,12,"Mississippi: Continental"
7985,99.16,-91.09452031,32.22310337,12,"Mississippi: Continental"
8009,767.03,-91.49279954,31.3558978,12,"Mississippi: Continental"
8025,1102.02,-91.4992044,30.7337271,12,"Mississippi: Continental"
8033,726.57,-90.25326871,29.9703717,12,"Mississippi: Continental"
13,2.93,-96.56301717,38.94655397,4,"McDowell: Local"
17,3.64,-96.56473138,38.95240052,4,"McDowell: Local"
25,1.55,-96.58329657,38.95091064,4,"McDowell: Local"
26,4.92,-96.5873935,38.95135609,4,"McDowell: Local"
27,6.09,-96.58905582,38.9537453,4,"McDowell: Local"
28,2.55,-96.58923452,38.95405415,4,"McDowell: Local"
29,2.94,-96.58943294,38.95584043,4,"McDowell: Local"
30,1.78,-96.58845153,38.9570483,4,"McDowell: Local"
31,2.48,-96.5880103,38.95876576,4,"McDowell: Local"
32,2.4,-96.58902905,38.96215076,4,"McDowell: Local"
33,2.18,-96.589481,38.96745926,4,"McDowell: Local"
34,3.44,-96.58930154,38.96838143,4,"McDowell: Local"
35,2.16,-96.5369592,38.95260274,4,"McDowell: Local"
36,1.42,-96.53914668,38.95335659,4,"McDowell: Local"
39,1.77,-96.54357154,38.95668806,5,"McDowell: Local"
40,2.72,-96.54413133,38.95676879,5,"McDowell: Local"
41,2.06,-96.54807221,38.95968474,5,"McDowell: Local"
42,5.31,-96.54796481,38.95978496,5,"McDowell: Local"
43,3.53,-96.54786382,38.96134142,5,"McDowell: Local"
44,4.05,-96.547598,38.96290133,5,"McDowell: Local"
48,1.37,-96.56182343,38.95909067,4,"McDowell: Local"
51,2.11,-96.56577589,38.96253868,4,"McDowell: Local"
52,2.5,-96.57782929,38.96767743,4,"McDowell: Local"
53,3.11,-96.57804599,38.96795112,4,"McDowell: Local"
54,5.32,-96.57882709,38.96868231,4,"McDowell: Local"
55,3.43,-96.58188807,38.97026405,4,"McDowell: Local"
56,1.42,-96.58554606,38.97060853,4,"McDowell: Local"
57,6.59,-96.58717427,38.97064952,4,"McDowell: Local"
58,1.33,-96.52699039,38.95817846,4,"McDowell: Local"
59,0.82,-96.53011676,38.95857929,4,"McDowell: Local"
60,0.82,-96.53398861,38.95875706,4,"McDowell: Local"
61,2.55,-96.53502786,38.95911496,4,"McDowell: Local"
62,2.75,-96.53842389,38.95791864,4,"McDowell: Local"
63,11.32,-96.54751202,38.965625,5,"McDowell: Local"
64,7.34,-96.54819856,38.96602782,5,"McDowell: Local"
65,4.85,-96.54824137,38.96605294,5,"McDowell: Local"
66,4.36,-96.54868097,38.96642735,5,"McDowell: Local"
67,5.51,-96.54899317,38.968288,5,"McDowell: Local"
68,6.49,-96.55009775,38.96897242,5,"McDowell: Local"
69,4.02,-96.55091133,38.96904836,5,"McDowell: Local"
70,4.92,-96.55778419,38.97033952,5,"McDowell: Local"
71,4.94,-96.56115101,38.97165712,5,"McDowell: Local"
72,3.01,-96.56078925,38.97384801,5,"McDowell: Local"
73,5.73,-96.56181645,38.97450009,5,"McDowell: Local"
74,3.77,-96.56189275,38.97452636,5,"McDowell: Local"
75,3.55,-96.5630316,38.97505338,5,"McDowell: Local"
76,6.73,-96.56420334,38.97649343,5,"McDowell: Local"
77,4.47,-96.56457385,38.97812319,5,"McDowell: Local"
78,3.89,-96.56480663,38.97872431,5,"McDowell: Local"
79,3.93,-96.56455867,38.97953805,5,"McDowell: Local"
80,9,-96.56475467,38.98165854,5,"McDowell: Local"
81,9,-96.56345887,38.98327063,5,"McDowell: Local"
82,3.08,-96.56301287,38.98329256,5,"McDowell: Local"
83,4.05,-96.56196768,38.98344929,5,"McDowell: Local"
84,2.72,-96.56169456,38.98374964,5,"McDowell: Local"
88,5.86,-96.56307786,38.98529745,5,"McDowell: Local"
89,4.86,-96.56271421,38.98603678,5,"McDowell: Local"
93,0.62,-96.52429362,38.9686585,4,"McDowell: Local"
94,0.94,-96.52589646,38.96794246,4,"McDowell: Local"
95,0.39,-96.52665175,38.96764476,4,"McDowell: Local"
96,0.58,-96.52674287,38.96760958,4,"McDowell: Local"
98,0.48,-96.52971858,38.96651213,4,"McDowell: Local"
101,3.09,-96.53136688,38.96624963,4,"McDowell: Local"
102,0.63,-96.53560623,38.96509495,4,"McDowell: Local"
103,1.42,-96.53658349,38.96498937,4,"McDowell: Local"
105,4.62,-96.545282,38.96574795,4,"McDowell: Local"
106,2.73,-96.58815714,38.97083469,5,"McDowell: Local"
107,4.58,-96.59041539,38.97337683,5,"McDowell: Local"
108,3.66,-96.590486,38.97368111,5,"McDowell: Local"
111,0.3,-96.60218797,38.97393045,4,"McDowell: Local"
113,0.84,-96.60216804,38.97420789,4,"McDowell: Local"
114,1.5,-96.60183939,38.97518035,4,"McDowell: Local"
115,2.63,-96.59719249,38.98440841,4,"McDowell: Local"
119,3.27,-96.53704693,38.97920323,4,"McDowell: Local"
120,1.82,-96.53661132,38.98177168,4,"McDowell: Local"
121,2.73,-96.53732866,38.98354926,4,"McDowell: Local"
123,1.93,-96.53764706,38.9852453,4,"McDowell: Local"
124,0.62,-96.51504106,38.97704696,4,"McDowell: Local"
128,1.87,-96.52398021,38.98193746,4,"McDowell: Local"
129,1.47,-96.52534375,38.98290445,4,"McDowell: Local"
133,2.18,-96.52917608,38.98439771,4,"McDowell: Local"
134,1.63,-96.52977161,38.98500964,4,"McDowell: Local"
135,3.78,-96.52998402,38.98499143,4,"McDowell: Local"
136,4.17,-96.53434309,38.98588184,4,"McDowell: Local"
138,1.2,-96.54737116,38.98056224,4,"McDowell: Local"
139,0.41,-96.54794183,38.9813805,4,"McDowell: Local"
143,1.56,-96.55055214,38.98410758,4,"McDowell: Local"
144,2.29,-96.55341081,38.98422948,4,"McDowell: Local"
145,3.03,-96.55520391,38.9843315,4,"McDowell: Local"
147,6.31,-96.55907164,38.98453363,4,"McDowell: Local"
148,2,-96.55935995,38.98466096,4,"McDowell: Local"
149,5.3,-96.56136636,38.98507671,4,"McDowell: Local"
150,4.89,-96.59218045,38.98080442,5,"McDowell: Local"
159,1.27,-96.5811454,38.97928508,4,"McDowell: Local"
160,2.02,-96.58258649,38.97873577,4,"McDowell: Local"
161,2.34,-96.58332349,38.97857744,4,"McDowell: Local"
162,0.58,-96.58823149,38.97856506,4,"McDowell: Local"
167,2.83,-96.54945726,39.0007594,5,"McDowell: Local"
168,3.05,-96.59633875,38.99054734,5,"McDowell: Local"
169,4.53,-96.59657986,38.99078749,5,"McDowell: Local"
170,3.17,-96.59685778,38.99118669,5,"McDowell: Local"
171,2.02,-96.59704594,38.99214426,5,"McDowell: Local"
172,2.27,-96.59717155,38.99243903,5,"McDowell: Local"
173,2.16,-96.59592869,38.99678217,5,"McDowell: Local"
174,2.19,-96.59593772,38.99678384,5,"McDowell: Local"
175,3.85,-96.59745944,39.00090552,5,"McDowell: Local"
176,7.3,-96.59929405,39.00147234,5,"McDowell: Local"
177,4.05,-96.59976407,39.00309039,5,"McDowell: Local"
178,4.45,-96.59813882,39.00584459,5,"McDowell: Local"
179,2.22,-96.5981388,39.00587186,5,"McDowell: Local"
180,2.98,-96.56283997,38.98746661,5,"McDowell: Local"
181,4.77,-96.56541128,38.98835266,5,"McDowell: Local"
183,5.13,-96.56887619,38.99040597,5,"McDowell: Local"
184,4.09,-96.56996343,38.9905326,5,"McDowell: Local"
185,3.32,-96.57034463,38.99049102,5,"McDowell: Local"
186,10.47,-96.5757234,38.99278947,5,"McDowell: Local"
187,4.29,-96.57640686,38.99316735,5,"McDowell: Local"
188,7.22,-96.57759234,38.99346721,5,"McDowell: Local"
189,9.41,-96.5779579,38.99346744,5,"McDowell: Local"
190,6.15,-96.579961,38.99360785,5,"McDowell: Local"
191,5.89,-96.58077445,38.99448252,5,"McDowell: Local"
192,6.5,-96.58583995,38.99803104,5,"McDowell: Local"
193,2.93,-96.58772409,38.99781448,5,"McDowell: Local"
194,9.34,-96.59066531,38.99932961,5,"McDowell: Local"
195,6.21,-96.59114095,38.99933984,5,"McDowell: Local"
196,12.79,-96.59259435,39.00001122,5,"McDowell: Local"
197,5.86,-96.59740115,39.00512163,5,"McDowell: Local"
198,9.09,-96.597099,39.00528252,5,"McDowell: Local"
199,11.1,-96.59672085,39.0053152,5,"McDowell: Local"
200,10.12,-96.5966262,39.00551831,5,"McDowell: Local"
201,3.73,-96.59767207,39.00664772,5,"McDowell: Local"
202,1.64,-96.50058087,38.99327803,4,"McDowell: Local"
204,4.27,-96.50227325,38.99280044,4,"McDowell: Local"
205,3.23,-96.50311915,38.99277198,4,"McDowell: Local"
206,2.71,-96.50624825,38.99387855,4,"McDowell: Local"
207,2.85,-96.5116242,38.99644599,4,"McDowell: Local"
208,3.96,-96.51212049,38.99644382,4,"McDowell: Local"
210,6.4,-96.51590557,38.99679857,4,"McDowell: Local"
211,4.81,-96.52244166,38.99788669,5,"McDowell: Local"
212,5.62,-96.52550859,38.99922405,5,"McDowell: Local"
214,0.32,-96.60968963,39.00082672,4,"McDowell: Local"
215,1.39,-96.60616213,39.00314717,4,"McDowell: Local"
217,2.31,-96.60248642,39.00672934,4,"McDowell: Local"
218,3.3,-96.60173262,39.00711453,4,"McDowell: Local"
221,1.51,-96.62482379,39.00332295,4,"McDowell: Local"
222,1.54,-96.62337026,39.00429982,4,"McDowell: Local"
223,1,-96.6215327,39.00465523,4,"McDowell: Local"
224,2.51,-96.62104859,39.00444534,4,"McDowell: Local"
225,0.94,-96.61995418,39.00423148,4,"McDowell: Local"
226,1.64,-96.61756509,39.00412633,4,"McDowell: Local"
227,1.93,-96.61712074,39.00438104,4,"McDowell: Local"
228,1.81,-96.61572286,39.00459014,4,"McDowell: Local"
230,4.33,-96.61298118,39.00573202,4,"McDowell: Local"
232,2.85,-96.61086376,39.007,4,"McDowell: Local"
234,7.1,-96.60457375,39.01078092,4,"McDowell: Local"
235,3.6,-96.54922864,39.00292335,5,"McDowell: Local"
236,4.5,-96.54889577,39.0037022,5,"McDowell: Local"
237,2.96,-96.54842104,39.00575711,5,"McDowell: Local"
238,2.8,-96.54928191,39.00785904,5,"McDowell: Local"
239,4.43,-96.55111933,39.00868039,5,"McDowell: Local"
240,6.28,-96.55374515,39.01207831,5,"McDowell: Local"
241,4.3,-96.55486839,39.01373355,5,"McDowell: Local"
242,3.22,-96.55526412,39.01518625,5,"McDowell: Local"
243,4.22,-96.55706676,39.01590941,5,"McDowell: Local"
244,3.51,-96.55709712,39.01594044,5,"McDowell: Local"
245,3.15,-96.55751461,39.01603829,5,"McDowell: Local"
246,5.43,-96.5576444,39.01601811,5,"McDowell: Local"
247,5.61,-96.53090536,39.00426135,5,"McDowell: Local"
248,4.35,-96.53104108,39.00436448,5,"McDowell: Local"
249,7.46,-96.53104988,39.00437117,5,"McDowell: Local"
250,2.7,-96.53622576,39.00829945,5,"McDowell: Local"
251,3.04,-96.53941875,39.01128416,5,"McDowell: Local"
252,5.76,-96.5395225,39.0113357,5,"McDowell: Local"
253,4.16,-96.54048992,39.01138736,5,"McDowell: Local"
257,2.35,-96.49521271,39.00344678,4,"McDowell: Local"
261,3.02,-96.50311302,39.00457426,4,"McDowell: Local"
262,2.83,-96.50417761,39.00497438,4,"McDowell: Local"
263,1.38,-96.50896088,39.00515895,4,"McDowell: Local"
264,2.91,-96.51010565,39.00453056,4,"McDowell: Local"
265,1.59,-96.51234412,39.00415382,4,"McDowell: Local"
267,5,-96.59826997,39.00726807,6,"McDowell: Local"
268,8.44,-96.60212696,39.00933297,6,"McDowell: Local"
271,0.95,-96.62540597,39.01677552,4,"McDowell: Local"
272,1.5,-96.62414106,39.01760274,4,"McDowell: Local"
274,1.64,-96.62241817,39.01939196,4,"McDowell: Local"
275,4.07,-96.61999239,39.02176741,4,"McDowell: Local"
282,1.63,-96.51764262,39.00677375,4,"McDowell: Local"
283,1.32,-96.51895382,39.00723341,4,"McDowell: Local"
285,1.69,-96.5226284,39.00522211,4,"McDowell: Local"
286,1.85,-96.5255151,39.0040734,4,"McDowell: Local"
287,1.38,-96.52558179,39.00406981,4,"McDowell: Local"
288,3.71,-96.52624671,39.004034,4,"McDowell: Local"
289,6.72,-96.52801902,39.00318537,4,"McDowell: Local"
290,12.57,-96.60151654,39.01521402,6,"McDowell: Local"
291,13.16,-96.59972041,39.01589264,6,"McDowell: Local"
292,11.39,-96.60049231,39.01903879,6,"McDowell: Local"
294,0.98,-96.61909013,39.01241811,4,"McDowell: Local"
302,4.66,-96.60519109,39.01114341,4,"McDowell: Local"
303,3.22,-96.5459896,39.01440743,5,"McDowell: Local"
304,3.99,-96.54874452,39.0158316,5,"McDowell: Local"
305,4.61,-96.5488379,39.01587025,5,"McDowell: Local"
308,0.43,-96.58364127,39.0165158,4,"McDowell: Local"
310,0.59,-96.58485591,39.01789167,4,"McDowell: Local"
312,2.73,-96.5936119,39.01944711,4,"McDowell: Local"
313,2.71,-96.59805088,39.02047112,4,"McDowell: Local"
314,2.92,-96.5992811,39.02086675,4,"McDowell: Local"
315,1.64,-96.59936374,39.02085388,4,"McDowell: Local"
316,3.71,-96.59963944,39.02070149,4,"McDowell: Local"
317,22.11,-96.60024917,39.02076569,4,"McDowell: Local"
320,0.51,-96.50294315,39.01681515,4,"McDowell: Local"
322,1.02,-96.50449619,39.01828444,4,"McDowell: Local"
323,0.6,-96.50449654,39.01976244,4,"McDowell: Local"
325,1.14,-96.52663119,39.01447576,4,"McDowell: Local"
327,3.26,-96.52731012,39.01447238,4,"McDowell: Local"
328,2.11,-96.52962947,39.01580047,4,"McDowell: Local"
330,13.61,-96.537287,39.01537741,4,"McDowell: Local"
331,4.22,-96.56148055,39.016867,6,"McDowell: Local"
332,5.85,-96.56219047,39.01731857,6,"McDowell: Local"
333,6.27,-96.56619709,39.02051068,6,"McDowell: Local"
334,1.28,-96.56693486,39.02098776,6,"McDowell: Local"
337,1.37,-96.4909093,39.01649411,4,"McDowell: Local"
338,1.49,-96.49203416,39.01638121,4,"McDowell: Local"
339,1.8,-96.49384877,39.0168006,4,"McDowell: Local"
340,13.85,-96.49532048,39.01808563,4,"McDowell: Local"
343,0.71,-96.48623843,39.02192533,4,"McDowell: Local"
344,0.6,-96.48707392,39.02214264,4,"McDowell: Local"
347,1,-96.48974692,39.02212357,4,"McDowell: Local"
348,4.42,-96.49620239,39.02007431,4,"McDowell: Local"
349,1.52,-96.5500754,39.01878785,5,"McDowell: Local"
350,1.72,-96.50825334,39.02291544,5,"McDowell: Local"
352,2.63,-96.50928319,39.02501323,5,"McDowell: Local"
353,2.7,-96.49917943,39.02068158,5,"McDowell: Local"
354,0.69,-96.49979139,39.01989988,5,"McDowell: Local"
355,1.49,-96.49999675,39.02005363,5,"McDowell: Local"
356,7.94,-96.50042327,39.02043379,5,"McDowell: Local"
357,8.66,-96.60861726,39.02588327,6,"McDowell: Local"
358,10.62,-96.60894535,39.02667966,6,"McDowell: Local"
359,8.35,-96.60883511,39.02833016,6,"McDowell: Local"
360,10.27,-96.56827204,39.02082428,6,"McDowell: Local"
361,13.27,-96.5698718,39.02128686,6,"McDowell: Local"
362,11.71,-96.57302422,39.02209174,6,"McDowell: Local"
363,7.29,-96.57310988,39.02226385,6,"McDowell: Local"
364,11.57,-96.5750856,39.02271315,6,"McDowell: Local"
365,10.82,-96.57707922,39.02328085,6,"McDowell: Local"
366,9.33,-96.58206109,39.02607747,6,"McDowell: Local"
367,5.46,-96.58224435,39.02614428,6,"McDowell: Local"
371,1.38,-96.62986725,39.02416237,4,"McDowell: Local"
374,3.2,-96.62313161,39.02583635,4,"McDowell: Local"
376,2.67,-96.62122974,39.02577008,4,"McDowell: Local"
377,4.47,-96.62016917,39.02598183,4,"McDowell: Local"
381,3.59,-96.64351904,39.02643405,4,"McDowell: Local"
384,2.58,-96.64910992,39.03411969,4,"McDowell: Local"
385,3.14,-96.65353983,39.03904821,4,"McDowell: Local"
386,3.89,-96.65371023,39.03923791,4,"McDowell: Local"
387,4.51,-96.65474141,39.04210866,4,"McDowell: Local"
391,3.05,-96.6564328,39.05275897,4,"McDowell: Local"
392,5.61,-96.65888378,39.05660218,4,"McDowell: Local"
393,4.63,-96.65948738,39.0605076,4,"McDowell: Local"
394,4.45,-96.65988431,39.06157485,4,"McDowell: Local"
395,2.19,-96.61703882,39.02539902,5,"McDowell: Local"
396,2.87,-96.6151281,39.02607687,5,"McDowell: Local"
397,2.58,-96.61418963,39.02733798,5,"McDowell: Local"
398,2.31,-96.61384306,39.02757036,5,"McDowell: Local"
399,2.23,-96.61314404,39.02787656,5,"McDowell: Local"
403,3.45,-96.62660017,39.03387978,4,"McDowell: Local"
405,16.15,-96.62064308,39.03640904,4,"McDowell: Local"
406,5.6,-96.61931803,39.03614306,4,"McDowell: Local"
407,3.87,-96.53817665,39.02553534,5,"McDowell: Local"
408,4.29,-96.53901925,39.02479947,5,"McDowell: Local"
409,3.87,-96.54093466,39.02375857,5,"McDowell: Local"
411,3.34,-96.54405528,39.02212173,5,"McDowell: Local"
416,2.52,-96.54807813,39.02026797,5,"McDowell: Local"
417,1.95,-96.54976357,39.01995143,5,"McDowell: Local"
418,3.37,-96.51809949,39.02620207,5,"McDowell: Local"
419,3.8,-96.51885386,39.02668737,5,"McDowell: Local"
420,2.85,-96.51895284,39.02677388,5,"McDowell: Local"
421,2.46,-96.52104742,39.02610375,5,"McDowell: Local"
422,3.13,-96.52168038,39.02631931,5,"McDowell: Local"
423,3.03,-96.52461688,39.02757596,5,"McDowell: Local"
424,4.59,-96.52795683,39.02838647,5,"McDowell: Local"
425,3.7,-96.52946961,39.02803765,5,"McDowell: Local"
426,2.07,-96.52993902,39.02821192,5,"McDowell: Local"
427,5.58,-96.53000556,39.02824392,5,"McDowell: Local"
428,5.22,-96.53022137,39.0283195,5,"McDowell: Local"
429,6.95,-96.53654785,39.02666602,5,"McDowell: Local"
430,4.28,-96.53749568,39.02658186,5,"McDowell: Local"
431,16.22,-96.53150095,39.02759091,5,"McDowell: Local"
432,15.76,-96.53301606,39.02766218,5,"McDowell: Local"
433,17.21,-96.61062087,39.0301829,7,"McDowell: Local"
434,13.27,-96.61396704,39.03237706,7,"McDowell: Local"
435,9.45,-96.61478819,39.03225931,7,"McDowell: Local"
436,11.95,-96.61580067,39.03264424,7,"McDowell: Local"
437,10.08,-96.5896578,39.03192664,6,"McDowell: Local"
438,8.33,-96.5914934,39.03235576,6,"McDowell: Local"
439,8.68,-96.59149465,39.03235465,6,"McDowell: Local"
440,11.71,-96.59168885,39.03201548,6,"McDowell: Local"
441,10.61,-96.59227324,39.03140853,6,"McDowell: Local"
442,10.2,-96.59249719,39.03141889,6,"McDowell: Local"
443,10.45,-96.59410087,39.03160207,6,"McDowell: Local"
444,8.54,-96.59432491,39.03158759,6,"McDowell: Local"
447,8.68,-96.56299736,39.02554402,4,"McDowell: Local"
449,0.37,-96.49894748,39.0326024,4,"McDowell: Local"
450,0.35,-96.49940016,39.03215632,4,"McDowell: Local"
459,17.01,-96.63158423,39.04379451,4,"McDowell: Local"
460,12.63,-96.59968768,39.03270489,7,"McDowell: Local"
461,21.36,-96.60222695,39.0316005,7,"McDowell: Local"
462,7.89,-96.60534442,39.02995628,7,"McDowell: Local"
463,8.86,-96.60466919,39.02862252,7,"McDowell: Local"
464,11.63,-96.60553047,39.02851222,7,"McDowell: Local"
465,18.91,-96.60653915,39.02862881,7,"McDowell: Local"
466,12.35,-96.6076098,39.03028886,7,"McDowell: Local"
467,8.61,-96.61749856,39.03461952,7,"McDowell: Local"
473,1.05,-96.54913686,39.02997185,4,"McDowell: Local"
474,3.86,-96.54981296,39.02841395,4,"McDowell: Local"
476,1.79,-96.55076878,39.02502908,4,"McDowell: Local"
478,6.71,-96.55056479,39.02255625,4,"McDowell: Local"
479,13.34,-96.61840982,39.03750432,7,"McDowell: Local"
480,13.64,-96.61811582,39.03766468,7,"McDowell: Local"
481,12.22,-96.618503,39.03868906,7,"McDowell: Local"
482,5.44,-96.6192988,39.03890817,7,"McDowell: Local"
483,5.98,-96.62123555,39.03904616,7,"McDowell: Local"
484,10.7,-96.62272952,39.03819147,7,"McDowell: Local"
485,14.94,-96.62235841,39.04147102,7,"McDowell: Local"
486,12.87,-96.62264529,39.04107225,7,"McDowell: Local"
487,13.71,-96.62423479,39.04145582,7,"McDowell: Local"
490,1.08,-96.56516053,39.0336797,4,"McDowell: Local"
491,0.67,-96.56905586,39.03189859,4,"McDowell: Local"
492,1.67,-96.5688863,39.03121029,4,"McDowell: Local"
493,2.4,-96.57693713,39.02558655,4,"McDowell: Local"
494,3.09,-96.5780376,39.02558701,4,"McDowell: Local"
495,4.28,-96.58046337,39.02636112,4,"McDowell: Local"
496,6.97,-96.59477179,39.03788199,6,"McDowell: Local"
497,6.47,-96.59571209,39.03631466,6,"McDowell: Local"
498,0.35,-96.59618657,39.03567122,6,"McDowell: Local"
500,1.13,-96.53777971,39.03898891,4,"McDowell: Local"
501,0.25,-96.53793848,39.0386021,4,"McDowell: Local"
502,0.42,-96.53767939,39.03816672,4,"McDowell: Local"
503,0.56,-96.53747938,39.03560978,4,"McDowell: Local"
504,0.39,-96.53764915,39.03207615,4,"McDowell: Local"
505,0.56,-96.53745411,39.03120361,4,"McDowell: Local"
506,3.04,-96.53719235,39.03089617,4,"McDowell: Local"
507,2.42,-96.53702846,39.0272444,4,"McDowell: Local"
508,2.85,-96.570621,39.0430072,5,"McDowell: Local"
509,5.84,-96.57987911,39.0422182,5,"McDowell: Local"
510,6,-96.58119082,39.04314953,5,"McDowell: Local"
511,8.31,-96.58969732,39.04239309,6,"McDowell: Local"
512,5.24,-96.59036683,39.04183274,6,"McDowell: Local"
513,10.69,-96.58555274,39.04306509,6,"McDowell: Local"
514,14.22,-96.62838942,39.04406283,7,"McDowell: Local"
515,17.63,-96.62804301,39.04432543,7,"McDowell: Local"
516,14.38,-96.62768396,39.04459367,7,"McDowell: Local"
517,15.45,-96.62740711,39.04493661,7,"McDowell: Local"
518,18.79,-96.62709746,39.04600457,7,"McDowell: Local"
519,17.8,-96.62739927,39.046373,7,"McDowell: Local"
520,0.58,-96.62850218,39.04940626,7,"McDowell: Local"
521,0.93,-96.52066221,39.04274095,4,"McDowell: Local"
523,0.46,-96.52080176,39.0400866,4,"McDowell: Local"
524,1.19,-96.52136544,39.03949549,4,"McDowell: Local"
525,1.17,-96.52165142,39.03929854,4,"McDowell: Local"
526,0.91,-96.52235082,39.03744053,4,"McDowell: Local"
529,0.51,-96.67252513,39.04957777,4,"McDowell: Local"
531,1.39,-96.67508954,39.05239819,4,"McDowell: Local"
535,0.48,-96.66477931,39.05939993,4,"McDowell: Local"
536,1.22,-96.52826068,39.04635391,4,"McDowell: Local"
537,2.06,-96.52951708,39.04443009,4,"McDowell: Local"
539,0.38,-96.53131557,39.0415826,4,"McDowell: Local"
540,1.34,-96.53282173,39.03765419,4,"McDowell: Local"
542,1.85,-96.53275279,39.03075384,4,"McDowell: Local"
543,1.89,-96.53415273,39.02921667,4,"McDowell: Local"
547,0.34,-96.55201472,39.04800876,4,"McDowell: Local"
550,0.83,-96.56128014,39.04786835,4,"McDowell: Local"
551,0.55,-96.56771168,39.04417055,4,"McDowell: Local"
552,0.83,-96.56831555,39.04373583,4,"McDowell: Local"
554,0.44,-96.53711352,39.04695543,4,"McDowell: Local"
560,0.82,-96.55142101,39.04143435,4,"McDowell: Local"
562,1.93,-96.5545226,39.04207144,4,"McDowell: Local"
563,1.32,-96.55953506,39.04151526,4,"McDowell: Local"
564,1.63,-96.56330871,39.04234385,4,"McDowell: Local"
565,5.05,-96.56350369,39.04233798,4,"McDowell: Local"
566,2.08,-96.56494413,39.04231114,4,"McDowell: Local"
567,0.68,-96.56664767,39.04207038,4,"McDowell: Local"
568,26.2,-96.56810502,39.0432135,4,"McDowell: Local"
569,7.83,-96.63364582,39.05164667,7,"McDowell: Local"
570,15.61,-96.63373999,39.05249042,7,"McDowell: Local"
571,10.99,-96.63375503,39.05269263,7,"McDowell: Local"
572,9.28,-96.63401944,39.05381912,7,"McDowell: Local"
573,14.36,-96.63509729,39.05428457,7,"McDowell: Local"
574,10.46,-96.63543631,39.05428452,7,"McDowell: Local"
575,8.69,-96.63783654,39.05458392,7,"McDowell: Local"
576,9.46,-96.6387983,39.05546287,7,"McDowell: Local"
577,12.48,-96.64098049,39.05479993,7,"McDowell: Local"
578,17.7,-96.63820507,39.05700543,7,"McDowell: Local"
579,20.54,-96.6377623,39.05697667,7,"McDowell: Local"
580,13.04,-96.63622652,39.05600323,7,"McDowell: Local"
581,8.79,-96.63799581,39.05927946,7,"McDowell: Local"
582,13.94,-96.63905231,39.0601016,7,"McDowell: Local"
583,9.55,-96.63994593,39.05909244,7,"McDowell: Local"
584,13.96,-96.63946975,39.05797822,7,"McDowell: Local"
585,19.77,-96.64302117,39.05940834,7,"McDowell: Local"
586,19.06,-96.64303732,39.05950485,7,"McDowell: Local"
587,19.21,-96.64313749,39.05956679,7,"McDowell: Local"
588,17.55,-96.6431832,39.05958757,7,"McDowell: Local"
590,15.48,-96.64635071,39.06045187,7,"McDowell: Local"
591,18.16,-96.64744183,39.0614489,7,"McDowell: Local"
592,13.98,-96.64760879,39.06148917,7,"McDowell: Local"
593,13.09,-96.64861473,39.06175946,7,"McDowell: Local"
594,20.32,-96.64904682,39.06227524,7,"McDowell: Local"
595,10.49,-96.64820473,39.06328142,7,"McDowell: Local"
596,8.78,-96.64620028,39.06200939,7,"McDowell: Local"
597,10.61,-96.64392395,39.06166509,7,"McDowell: Local"
598,10.28,-96.64404231,39.06238443,7,"McDowell: Local"
599,28.4,-96.64405334,39.06273388,7,"McDowell: Local"
600,13.19,-96.64258645,39.063272,7,"McDowell: Local"
601,15.94,-96.64341774,39.06476618,7,"McDowell: Local"
602,4.77,-96.64383476,39.06527696,7,"McDowell: Local"
603,5.19,-96.57586401,39.05310725,5,"McDowell: Local"
609,2.2,-96.60912069,39.04354972,4,"McDowell: Local"
611,1.65,-96.60893652,39.04155696,4,"McDowell: Local"
613,11.34,-96.61053623,39.03879906,4,"McDowell: Local"
617,0.68,-96.6152558,39.05543045,4,"McDowell: Local"
618,0.54,-96.61595855,39.05516157,4,"McDowell: Local"
623,1.83,-96.62140726,39.05670947,4,"McDowell: Local"
625,3.92,-96.62437283,39.05598372,4,"McDowell: Local"
626,6.26,-96.62674666,39.05551601,4,"McDowell: Local"
627,2.62,-96.62853109,39.05517657,4,"McDowell: Local"
628,13.85,-96.62952831,39.05496171,4,"McDowell: Local"
630,0.64,-96.53854476,39.06044178,4,"McDowell: Local"
631,0.53,-96.54101377,39.05993257,4,"McDowell: Local"
635,1.08,-96.54646346,39.05823464,4,"McDowell: Local"
636,1.63,-96.54742102,39.05786084,4,"McDowell: Local"
639,2.24,-96.5490251,39.05738584,4,"McDowell: Local"
640,3.94,-96.5637846,39.05623676,4,"McDowell: Local"
642,2.98,-96.56681772,39.05416917,4,"McDowell: Local"
644,0.46,-96.5934153,39.05992505,4,"McDowell: Local"
645,1,-96.59355889,39.05781997,4,"McDowell: Local"
647,1.68,-96.5918569,39.04710078,4,"McDowell: Local"
649,4.12,-96.5924137,39.04244411,4,"McDowell: Local"
650,2.76,-96.65898485,39.06195205,5,"McDowell: Local"
652,4.83,-96.65756328,39.06305603,5,"McDowell: Local"
653,4.95,-96.65630958,39.06457274,5,"McDowell: Local"
654,6.27,-96.65499417,39.06423616,5,"McDowell: Local"
655,4.24,-96.65280787,39.06627141,5,"McDowell: Local"
656,6.37,-96.66281597,39.06213957,5,"McDowell: Local"
657,2.78,-96.6623863,39.06250665,5,"McDowell: Local"
